Date mutation,valeur_fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Surface Carrez du 1er lot,Nombre pieces principales,Surface terrain
31/01/2022,130500.0,18.0,RUE,0323,ARAGO,59000.0,LILLE,59,350,,2.0,
31/01/2022,250000.0,35.0,RUE,4232,DU GUET,59800.0,LILLE,59,350,"46,86",2.0,
27/01/2022,163000.0,66.0,RUE,0657,BAYARD,59000.0,LILLE,59,350,"73,90",3.0,
01/02/2022,630000.0,2.0,RUE,7264,DE PUEBLA,59800.0,LILLE,59,350,,3.0,75.0
01/02/2022,630000.0,2.0,RUE,7264,DE PUEBLA,59800.0,LILLE,59,350,,2.0,75.0
01/02/2022,630000.0,2.0,RUE,7264,DE PUEBLA,59800.0,LILLE,59,350,,3.0,75.0
01/02/2022,630000.0,2.0,RUE,7264,DE PUEBLA,59800.0,LILLE,59,350,,2.0,75.0
02/02/2022,390000.0,10.0,AV,0990,GUYNEMER,59700.0,MARCQ EN BAROEUL,59,378,,3.0,
31/01/2022,176700.0,70.0,RUE,0200,NATIONALE,59710.0,PONT-A-MARCQ,59,466,,2.0,
26/01/2022,193750.0,11.0,RUE,0500,STORME,59810.0,LESQUIN,59,343,"58,45",3.0,
04/02/2022,207000.0,,AV,0290,GDS MOULINS DE PARIS,59520.0,MARQUETTE-LEZ-LILLE,59,386,,2.0,
27/01/2022,185000.0,11.0,RUE,4456,HENRI DUNANT,59000.0,LILLE,59,350,,4.0,
31/01/2022,230000.0,125.0,RUE,0010,DE L ABBE BONPAIN,59700.0,MARCQ EN BAROEUL,59,378,,3.0,
08/02/2022,218000.0,30.0,RUE,4232,DU GUET,59800.0,LILLE,59,350,,2.0,
31/01/2022,520000.0,1.0,RUE,4398,D HAZEBROUCK,59800.0,LILLE,59,350,,4.0,221.0
31/01/2022,172000.0,4.0,RUE,0560,DU PONT LEVIS,59118.0,WAMBRECHIES,59,636,"44,09",2.0,
26/01/2022,150000.0,103.0,RUE,7649,ROYALE,59800.0,LILLE,59,350,"25,18",1.0,
26/01/2022,150000.0,103.0,RUE,7649,ROYALE,59800.0,LILLE,59,350,"24,94",1.0,
25/01/2022,369000.0,128.0,BD,8979,VAUBAN,59800.0,LILLE,59,350,,4.0,
27/01/2022,144000.0,65.0,BD,8979,VAUBAN,59800.0,LILLE,59,350,,1.0,
26/01/2022,130255.0,19.0,RUE,2347,DELPHIN PETIT,59800.0,LILLE,59,350,"30,70",2.0,
31/01/2022,200000.0,1.0,RUE,4829,JEAN BART,59000.0,LILLE,59,350,"47,82",2.0,
02/02/2022,157000.0,6.0,RUE,1499,DU MARQUISAT,59700.0,MARCQ EN BAROEUL,59,378,"36,31",2.0,
13/01/2022,310000.0,22.0,AV,2470,GUSTAVE DELORY,59100.0,ROUBAIX,59,512,"105,36",5.0,
03/02/2022,126000.0,9100.0,RUE,0840,JEANNE MAILLOTTE,59110.0,LA MADELEINE,59,368,,3.0,
04/02/2022,309850.0,94.0,RUE,0550,DES DEPORTES,59280.0,ARMENTIERES,59,17,,2.0,71.0
04/02/2022,309850.0,94.0,RUE,0550,DES DEPORTES,59280.0,ARMENTIERES,59,17,,2.0,71.0
04/02/2022,309850.0,94.0,RUE,0550,DES DEPORTES,59280.0,ARMENTIERES,59,17,,2.0,71.0
04/02/2022,309850.0,94.0,RUE,0550,DES DEPORTES,59280.0,ARMENTIERES,59,17,,2.0,71.0
04/02/2022,309850.0,94.0,RUE,0550,DES DEPORTES,59280.0,ARMENTIERES,59,17,,1.0,71.0
04/02/2022,309850.0,94.0,RUE,0550,DES DEPORTES,59280.0,ARMENTIERES,59,17,,2.0,71.0
09/02/2022,350000.0,5.0,RUE,2389,DE DENAIN,59800.0,LILLE,59,350,,4.0,
31/01/2022,113000.0,251.0,BD,3240,PASTEUR,59500.0,DOUAI,59,178,"94,85",4.0,
04/02/2022,175750.0,623.0,RUE,3246,DE L EUROPE,59000.0,LILLE,59,350,,2.0,
01/02/2022,197000.0,92.0,RUE,5400,DU TOUQUET,59200.0,TOURCOING,59,599,"150,20",3.0,
02/02/2022,124500.0,3.0,PROM,0838,BOUGAINVILLE,59200.0,TOURCOING,59,599,"45,81",2.0,
26/01/2022,134350.0,1.0,AV,0600,DE ROBERSART,59118.0,WAMBRECHIES,59,636,"39,96",1.0,
17/01/2022,67600.0,44.0,RUE,3960,NAIN,59100.0,ROUBAIX,59,512,"67,53",3.0,
02/02/2022,107000.0,205.0,RUE,0890,DU MARECHAL FOCH,59120.0,LOOS,59,360,"37,50",2.0,
04/02/2022,385170.0,4.0,AV,3220,LAFAYETTE,59200.0,TOURCOING,59,599,,4.0,
04/02/2022,189200.0,1.0,AV,1355,VAUBAN,59130.0,LAMBERSART,59,328,,5.0,
27/01/2022,200000.0,3.0,RUE,0220,FRANCOIS HERBO,59310.0,ORCHIES,59,449,,3.0,433.0
27/01/2022,200000.0,3.0,RUE,0220,FRANCOIS HERBO,59310.0,ORCHIES,59,449,,3.0,433.0
27/01/2022,200000.0,3.0,RUE,0220,FRANCOIS HERBO,59310.0,ORCHIES,59,449,,2.0,433.0
04/02/2022,299970.0,50.0,RUE,0296,D ANGLETERRE,59800.0,LILLE,59,350,"47,04",2.0,
04/02/2022,188000.0,33.0,RUE,0622,BASTION SAINT ANDRE,59800.0,LILLE,59,350,"28,01",1.0,
31/01/2022,150000.0,67.0,AV,0990,GUYNEMER,59700.0,MARCQ EN BAROEUL,59,378,,2.0,
21/01/2022,180000.0,93.0,RUE,0440,FLAMENT REBOUX,59130.0,LAMBERSART,59,328,,4.0,
01/02/2022,213000.0,90.0,BD,1302,CARNOT,59800.0,LILLE,59,350,,2.0,
31/01/2022,212330.0,2.0,ALL,0555,LE NOTRE,59350.0,SAINT-ANDRE,59,527,,3.0,
31/01/2022,140000.0,225.0,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,1.0,
01/02/2022,358000.0,,RUE,0560,PASTEUR,59520.0,MARQUETTE-LEZ-LILLE,59,386,,4.0,
03/02/2022,120000.0,11.0,RUE,6999,DE POLOGNE,59800.0,LILLE,59,350,"49,93",3.0,
01/02/2022,150500.0,240.0,RUE,3312,DU FBG DES POSTES,59000.0,LILLE,59,350,"40,89",2.0,
03/02/2022,140000.0,293.0,RUE,8364,DE SOLFERINO,59000.0,LILLE,59,350,"33,76",2.0,
31/01/2022,87000.0,17.0,RUE,4658,D IENA,59000.0,LILLE,59,350,"29,22",1.0,
21/01/2022,135000.0,697.0,AV,9430,DE DUNKERQUE LOMME,59160.0,LILLE,59,350,"45,16",2.0,
21/01/2022,181000.0,2.0,RUE,1070,DU MOULIN,59110.0,LA MADELEINE,59,368,"46,67",2.0,
07/02/2022,109950.0,119.0,RUE,1130,JULES FERRY,59280.0,ARMENTIERES,59,17,"58,91",2.0,
03/02/2022,217500.0,179.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,"58,12",2.0,
03/02/2022,217500.0,179.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,,2.0,
27/01/2022,245539.3,231.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,"61,84",2.0,
13/01/2022,182000.0,2.0,RUE,9670,VICTOR SCHOELCHER,59160.0,LILLE,59,350,,2.0,
13/01/2022,270000.0,27.0,RUE,0540,MIRABEAU,59420.0,MOUVAUX,59,421,,2.0,
10/02/2022,89500.0,14.0,RUE,5852,MARACCI,59800.0,LILLE,59,350,,1.0,
14/01/2022,156000.0,46.0,RUE,1350,DURUTTE,59500.0,DOUAI,59,178,"98,11",4.0,
01/02/2022,201000.0,47.0,AV,0730,GERMAINE,59110.0,LA MADELEINE,59,368,,2.0,
03/02/2022,225000.0,99.0,RUE,2720,INGRES,59100.0,ROUBAIX,59,512,,1.0,104.0
03/02/2022,225000.0,99.0,RUE,2720,INGRES,59100.0,ROUBAIX,59,512,,1.0,104.0
03/02/2022,225000.0,99.0,RUE,2720,INGRES,59100.0,ROUBAIX,59,512,,2.0,104.0
28/01/2022,281200.0,115.0,RUE,0650,DE ROUBAIX,59420.0,MOUVAUX,59,421,,3.0,
31/01/2022,232319.0,230.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,,2.0,
04/02/2022,144000.0,127.0,RUE,0010,DE L ABBE BONPAIN,59700.0,MARCQ EN BAROEUL,59,378,"48,03",2.0,
31/01/2022,138395.0,1.0,CHE,0580,DU MOULIN,59560.0,COMINES,59,152,,3.0,
07/02/2022,163500.0,10.0,RUE,1602,DU CHATEAU,59800.0,LILLE,59,350,,2.0,
31/01/2022,66500.0,81.0,RUE,2040,SADI CARNOT,59280.0,ARMENTIERES,59,17,,2.0,
31/01/2022,164000.0,30.0,AV,1300,DE SOUBISE,59130.0,LAMBERSART,59,328,,2.0,
08/02/2022,1.0,5.0,RUE,8639,DE THIONVILLE,59800.0,LILLE,59,350,,2.0,
08/02/2022,215000.0,94.0,RUE,5513,LEON GAMBETTA,59000.0,LILLE,59,350,,2.0,
02/02/2022,430000.0,10.0,RUE,1499,DU MARQUISAT,59700.0,MARCQ EN BAROEUL,59,378,,4.0,
24/01/2022,203000.0,80.0,RUE,3870,DE MENIN,59200.0,TOURCOING,59,599,,4.0,116.0
24/01/2022,203000.0,80.0,RUE,3870,DE MENIN,59200.0,TOURCOING,59,599,,4.0,116.0
08/02/2022,1.0,5.0,RUE,8639,DE THIONVILLE,59800.0,LILLE,59,350,,2.0,
08/02/2022,1.0,5.0,RUE,8639,DE THIONVILLE,59800.0,LILLE,59,350,,2.0,
08/02/2022,1.0,5.0,RUE,8639,DE THIONVILLE,59800.0,LILLE,59,350,,1.0,
10/02/2022,235000.0,149.0,RUE,0050,CLEMENCEAU,59139.0,WATTIGNIES,59,648,,1.0,872.0
10/02/2022,235000.0,149.0,RUE,0050,CLEMENCEAU,59139.0,WATTIGNIES,59,648,,1.0,872.0
10/02/2022,235000.0,149.0,RUE,0050,CLEMENCEAU,59139.0,WATTIGNIES,59,648,,1.0,872.0
10/02/2022,235000.0,149.0,RUE,0050,CLEMENCEAU,59139.0,WATTIGNIES,59,648,,1.0,872.0
10/02/2022,235000.0,149.0,RUE,0050,CLEMENCEAU,59139.0,WATTIGNIES,59,648,,5.0,872.0
02/02/2022,147000.0,2.0,RUE,0026,DES BOIS BLANCS,59136.0,WAVRIN,59,653,"63,69",2.0,
27/01/2022,256000.0,5.0,RUE,0120,AUGUSTE POUILLIER,59130.0,LAMBERSART,59,328,"89,09",4.0,
03/02/2022,120210.0,158.0,RUE,0594,BARTHELEMY DELESPAUL,59000.0,LILLE,59,350,"26,59",1.0,
02/02/2022,128500.0,73.0,RUE,1420,VOLTAIRE,59290.0,WASQUEHAL,59,646,"42,89",2.0,
02/02/2022,103000.0,9001.0,RES,A024,LAENNEC,59120.0,LOOS,59,360,"36,24",1.0,
27/01/2022,117300.0,17.0,RUE,5292,LAMARTINE,59000.0,LILLE,59,350,,2.0,
27/01/2022,251000.0,5.0,RUE,0120,AUGUSTE POUILLIER,59130.0,LAMBERSART,59,328,,4.0,
11/02/2022,159000.0,96.0,RUE,4310,DE PARIS,59200.0,TOURCOING,59,599,,3.0,
27/01/2022,166000.0,,RUE,2510,BREUGHEL,59650.0,VILLENEUVE-D'ASCQ,59,9,,3.0,
03/02/2022,105000.0,9.0,RUE,0580,FRANCISCO FERRER,59290.0,WASQUEHAL,59,646,"45,83",1.0,
10/02/2022,190000.0,5.0,RUE,6704,DES PAVILLONS,59800.0,LILLE,59,350,,2.0,96.0
10/02/2022,190000.0,5.0,RUE,6704,DES PAVILLONS,59800.0,LILLE,59,350,,2.0,96.0
10/02/2022,190000.0,5.0,RUE,6704,DES PAVILLONS,59800.0,LILLE,59,350,,2.0,96.0
19/01/2022,84800.0,2.0,RUE,0092,FLEMING,59139.0,WATTIGNIES,59,648,"52,83",2.0,
31/01/2022,83000.0,58.0,BD,2060,ALBERT 1ER,59491.0,VILLENEUVE-D'ASCQ,59,9,"48,00",2.0,
10/02/2022,210000.0,85.0,RUE,0470,D AUSTERLITZ,59200.0,TOURCOING,59,599,,3.0,
25/01/2022,82000.0,37.0,SQ,2380,VICTOR HUGO,59280.0,ARMENTIERES,59,17,,2.0,
14/01/2022,100000.0,35.0,RUE,4469,HENRI KOLB,59000.0,LILLE,59,350,"25,16",1.0,
10/02/2022,135000.0,26.0,AV,0650,DU MARECHAL DE LATTRE,59350.0,SAINT-ANDRE,59,527,"42,36",2.0,
25/01/2022,280000.0,2.0,RUE,0782,FENELON,59700.0,MARCQ EN BAROEUL,59,378,"65,79",3.0,
03/02/2022,410000.0,111.0,RUE,4170,DE L OUEST,59100.0,ROUBAIX,59,512,,2.0,200.0
03/02/2022,410000.0,111.0,RUE,4170,DE L OUEST,59100.0,ROUBAIX,59,512,,4.0,200.0
03/02/2022,410000.0,111.0,RUE,4170,DE L OUEST,59100.0,ROUBAIX,59,512,,2.0,200.0
03/02/2022,410000.0,111.0,RUE,4170,DE L OUEST,59100.0,ROUBAIX,59,512,,3.0,200.0
03/02/2022,410000.0,111.0,RUE,4170,DE L OUEST,59100.0,ROUBAIX,59,512,,2.0,200.0
03/02/2022,410000.0,111.0,RUE,4170,DE L OUEST,59100.0,ROUBAIX,59,512,,3.0,200.0
20/01/2022,380000.0,222.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,,1.0,45.0
20/01/2022,380000.0,222.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,,1.0,45.0
20/01/2022,380000.0,222.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,,1.0,45.0
20/01/2022,380000.0,222.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,,1.0,45.0
03/02/2022,108000.0,53.0,RUE,0219,ALPHONSE MERCIER,59800.0,LILLE,59,350,,1.0,
08/02/2022,136490.0,20.0,RUE,8329,SIMONS,59000.0,LILLE,59,350,"53,23",2.0,
17/01/2022,50000.0,23.0,RUE,0630,ST ANTOINE DE PADOUE,59520.0,MARQUETTE-LEZ-LILLE,59,386,"55,85",2.0,
09/02/2022,134450.0,37.0,RUE,0150,COMTESSES DE FLANDRE,59113.0,SECLIN,59,560,"49,21",2.0,
19/01/2022,291000.0,,RUE,4027,GISELE CASADESUS,59160.0,LILLE,59,350,,4.0,
17/01/2022,75000.0,44.0,RUE,1274,DU CAPITAINE FERBER,59000.0,LILLE,59,350,,1.0,
02/02/2022,104000.0,194.0,RUE,2635,LOUIS BLERIOT,59500.0,DOUAI,59,178,,4.0,
08/02/2022,164500.0,13.0,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,1.0,
10/02/2022,99700.0,127.0,RUE,1030,PAUL DOUMER,59120.0,LOOS,59,360,,1.0,
03/02/2022,174000.0,2.0,RUE,0330,CLEMENCEAU,59126.0,LINSELLES,59,352,,3.0,
10/02/2022,185000.0,183.0,RUE,0240,DE LA CARNOY,59130.0,LAMBERSART,59,328,,3.0,
24/01/2022,310000.0,328.0,RUE,1500,D ESQUERCHIN,59500.0,DOUAI,59,178,,2.0,115.0
24/01/2022,310000.0,328.0,RUE,1500,D ESQUERCHIN,59500.0,DOUAI,59,178,,1.0,115.0
24/01/2022,310000.0,328.0,RUE,1500,D ESQUERCHIN,59500.0,DOUAI,59,178,,1.0,115.0
24/01/2022,310000.0,328.0,RUE,1500,D ESQUERCHIN,59500.0,DOUAI,59,178,,1.0,115.0
24/01/2022,310000.0,328.0,RUE,1500,D ESQUERCHIN,59500.0,DOUAI,59,178,,2.0,115.0
24/01/2022,310000.0,328.0,RUE,1500,D ESQUERCHIN,59500.0,DOUAI,59,178,,1.0,115.0
24/01/2022,310000.0,328.0,RUE,1500,D ESQUERCHIN,59500.0,DOUAI,59,178,,2.0,115.0
03/02/2022,275500.0,39.0,AV,0540,ROBERT DESCAMPS,59126.0,LINSELLES,59,352,,3.0,
22/01/2022,266000.0,46.0,RUE,3259,FABRE D EGLANTINE,59000.0,LILLE,59,350,,2.0,85.0
22/01/2022,266000.0,46.0,RUE,3259,FABRE D EGLANTINE,59000.0,LILLE,59,350,,1.0,85.0
22/01/2022,266000.0,46.0,RUE,3259,FABRE D EGLANTINE,59000.0,LILLE,59,350,,2.0,85.0
03/02/2022,130000.0,2.0,RUE,0380,DELERUE,59290.0,WASQUEHAL,59,646,,2.0,
10/02/2022,110000.0,127.0,AV,0440,JEAN JAURES,59790.0,RONCHIN,59,507,"61,64",3.0,
10/02/2022,134500.0,100.0,RUE,0700,JULES FERRY,59120.0,LOOS,59,360,,2.0,
25/01/2022,123400.0,6.0,RUE,1859,DE CONSTANTINE,59000.0,LILLE,59,350,,2.0,
21/01/2022,71000.0,1.0,RUE,0247,LOUISE DE BETTIGNIES,59139.0,WATTIGNIES,59,648,,3.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
04/02/2022,87000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
31/01/2022,25000.0,167.0,RUE,3110,DE LANNOY,59100.0,ROUBAIX,59,512,"38,01",2.0,
14/02/2022,145900.0,1.0,RUE,0620,DU QUAI DE LA DEULE,59520.0,MARQUETTE-LEZ-LILLE,59,386,,2.0,
11/02/2022,133800.0,60.0,AV,2860,JEAN JAURES,59100.0,ROUBAIX,59,512,,2.0,
26/01/2022,254000.0,14.0,RUE,8629,THIERS,59800.0,LILLE,59,350,,3.0,
26/01/2022,190000.0,125.0,RUE,0010,DE L ABBE BONPAIN,59700.0,MARCQ EN BAROEUL,59,378,,3.0,
28/01/2022,164000.0,37.0,RUE,0640,JULES FERRY,59370.0,MONS-EN-BAROEUL,59,410,"32,86",1.0,
28/01/2022,164000.0,37.0,RUE,0640,JULES FERRY,59370.0,MONS-EN-BAROEUL,59,410,"32,66",1.0,
27/01/2022,200000.0,3.0,RUE,0898,DU BLEU MOUTON,59800.0,LILLE,59,350,"44,10",3.0,
10/02/2022,56000.0,12.0,RUE,1400,DU COQ FRANCAIS,59100.0,ROUBAIX,59,512,,1.0,
20/01/2022,82000.0,251.0,BD,3240,PASTEUR,59500.0,DOUAI,59,178,,4.0,
24/01/2022,237000.0,33.0,RUE,0440,DU GENERAL DAME,59320.0,HAUBOURDIN,59,286,,3.0,
21/01/2022,600000.0,94.0,RUE,0219,ALPHONSE MERCIER,59800.0,LILLE,59,350,"109,75",4.0,
03/02/2022,182000.0,,RUE,2510,BREUGHEL,59650.0,VILLENEUVE-D'ASCQ,59,9,"76,69",4.0,
11/02/2022,257000.0,42.0,RUE,1910,DE L EPINE,59200.0,TOURCOING,59,599,"182,64",3.0,
10/02/2022,450000.0,3.0,RUE,0188,DENIS PAPIN,59147.0,GONDECOURT,59,266,,1.0,4814.0
02/02/2022,157400.0,2.0,RUE,0320,DE ROUBAIX,59390.0,TOUFFLERS,59,598,"78,88",3.0,
11/02/2022,217200.0,973.0,AV,1980,DE LA REPUBLIQUE,59700.0,MARCQ EN BAROEUL,59,378,,3.0,
20/01/2022,288300.0,10.0,RUE,0490,EDOUARD VAILLANT,59170.0,CROIX,59,163,,3.0,
27/01/2022,159000.0,,RUE,2510,BREUGHEL,59650.0,VILLENEUVE-D'ASCQ,59,9,,3.0,
01/02/2022,136000.0,77.0,BD,2060,ALBERT 1ER,59491.0,VILLENEUVE-D'ASCQ,59,9,,4.0,
01/02/2022,152000.0,63.0,RUE,6924,DE LA PLAINE,59000.0,LILLE,59,350,"46,98",2.0,
08/02/2022,142000.0,,RUE,0620,DE LILLE,59223.0,RONCQ,59,508,,2.0,
04/02/2022,240000.0,61.0,RUE,7709,SAINT ANDRE,59800.0,LILLE,59,350,"48,89",3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
09/02/2022,134000.0,98.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
07/02/2022,335900.0,17.0,RUE,1326,DE LA CASERNE ST RUTH,59800.0,LILLE,59,350,"65,68",3.0,
14/02/2022,102000.0,11.0,RUE,0490,EUGENE D HALLENDRE,59110.0,LA MADELEINE,59,368,,1.0,
21/01/2022,81400.0,9.0,RUE,0220,ELIE MERCIER,59390.0,LYS LEZ LANNOY,59,367,,3.0,
26/01/2022,231000.0,19.0,RUE,0410,LOUIS LETELLIER,59310.0,ORCHIES,59,449,,1.0,124.0
26/01/2022,231000.0,19.0,RUE,0410,LOUIS LETELLIER,59310.0,ORCHIES,59,449,,2.0,124.0
26/01/2022,231000.0,19.0,RUE,0410,LOUIS LETELLIER,59310.0,ORCHIES,59,449,,1.0,124.0
26/01/2022,231000.0,19.0,RUE,0410,LOUIS LETELLIER,59310.0,ORCHIES,59,449,,2.0,124.0
10/02/2022,215000.0,92.0,RUE,7649,ROYALE,59800.0,LILLE,59,350,,2.0,
04/02/2022,146000.0,15.0,AV,0980,ROBERT SCHUMAN,59370.0,MONS-EN-BAROEUL,59,410,,4.0,
11/02/2022,153600.0,13.0,RUE,0660,DES GANTOIS,59110.0,LA MADELEINE,59,368,,2.0,
03/02/2022,94000.0,3.0,RUE,1143,DES BRIGITTINES,59800.0,LILLE,59,350,,1.0,
04/02/2022,105000.0,11.0,RUE,2520,DES GIRONDINS,59200.0,TOURCOING,59,599,,5.0,146.0
04/02/2022,105000.0,11.0,RUE,2520,DES GIRONDINS,59200.0,TOURCOING,59,599,,3.0,146.0
26/01/2022,138000.0,209.0,RUE,9490,JEAN JAURES LOMME,59160.0,LILLE,59,350,,2.0,
11/02/2022,265000.0,92.0,RUE,8449,DES STATIONS,59800.0,LILLE,59,350,"92,80",4.0,
02/02/2022,42000.0,250.0,QUAI,0570,DE LA DERIVATION,59280.0,ARMENTIERES,59,17,"28,32",2.0,
15/02/2022,295000.0,2.0,RUE,0439,COPERNIC,59700.0,MARCQ EN BAROEUL,59,378,,3.0,
26/01/2022,86810.0,10.0,RUE,0085,D ALSACE,59370.0,MONS-EN-BAROEUL,59,410,"53,44",2.0,
07/02/2022,138000.0,5.0,RUE,0160,DES BASANOS,59150.0,WATTRELOS,59,650,,2.0,
10/02/2022,315000.0,17.0,RUE,3263,FABRICY,59000.0,LILLE,59,350,"97,21",2.0,
15/02/2022,229000.0,81.0,RUE,1910,DE L EPINE,59200.0,TOURCOING,59,599,"112,14",4.0,
27/01/2022,209000.0,92.0,RUE,5400,DU TOUQUET,59200.0,TOURCOING,59,599,,5.0,
01/02/2022,72800.0,3.0,AV,0970,DE FLANDRE,59150.0,WATTRELOS,59,650,"56,97",3.0,
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
15/02/2022,160000.0,194.0,RUE,2080,ALEXANDRE DETROY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,143.0
14/02/2022,559700.0,14.0,RUE,7329,RABELAIS,59800.0,LILLE,59,350,,1.0,96.0
14/02/2022,559700.0,14.0,RUE,7329,RABELAIS,59800.0,LILLE,59,350,,1.0,96.0
14/02/2022,559700.0,14.0,RUE,7329,RABELAIS,59800.0,LILLE,59,350,,1.0,96.0
14/02/2022,559700.0,14.0,RUE,7329,RABELAIS,59800.0,LILLE,59,350,,1.0,96.0
14/02/2022,559700.0,14.0,RUE,7329,RABELAIS,59800.0,LILLE,59,350,,1.0,96.0
